Produkttransaktioner;;;;;;;;;;;;;;;;
Ordernr;External Customer no.;Kundnamn;Fakt.nr;Fakturadatum;Redovisn. år/period;Produktnr;Er ref.;Benämning;Antal;Märke;Trans.upplysn. 1;Invoice Reference (R7);Order category;Belopp;ISO-kod;Belopp (SEK)
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;PP001;Claudia Müller;DNA-preparation - bulk 1;1;;;;0;110.00;EUR;1188.22
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;QLB03;Claudia Müller;Qualitative test - GM;7;;;;0;35.00;EUR;378.07
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;Fritext;Claudia Müller;S00195;1;;;;0;0.00;EUR;0.00
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;PP001;Claudia Müller;DNA-preparation - bulk 1;10;;;;0;1100.00;EUR;11882.20
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;QLB03;Claudia Müller;Qualitative test - GM;50;;;;0;250.00;EUR;2700.50
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;Fritext;Claudia Müller;SE-25-0374;1;;;;0;0.00;EUR;0.00
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;PP002;Claudia Müller;DNA-preparation - bulk 2;36;;;;0;3060.00;EUR;33054.12
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;QLB03;Claudia Müller;Qualitative test - GM;252;;;;0;1260.00;EUR;13610.52
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;Fritext;Claudia Müller;SE-25-0345, Bioreba bags;1;;;;0;0.00;EUR;0.00
4463;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003146;5/20/2025;2025/5;ADS005;Claudia Müller;Administration fee shipment, incl. emballage;1;;;;0;50.00;EUR;540.10
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;Fritext;Claudia Müller;SE-25-0648;1;;;;0;0.00;EUR;0.00
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;15;;;;0;1650.00;EUR;18334.80
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;105;;;;0;525.00;EUR;5833.80
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;Fritext;Claudia Müller;SE-25-0681;1;;;;0;0.00;EUR;0.00
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;6;;;;0;660.00;EUR;7333.92
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;42;;;;0;210.00;EUR;2333.52
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;6;;;;0;180.00;EUR;2000.16
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;Fritext;Claudia Müller;SE-25-0692;1;;;;0;0.00;EUR;0.00
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;7;;;;0;770.00;EUR;8556.24
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;49;;;;0;245.00;EUR;2722.44
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;7;;;;0;210.00;EUR;2333.52
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;Fritext;Claudia Müller;SE-25-0693;1;;;;0;0.00;EUR;0.00
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;3;;;;0;330.00;EUR;3666.96
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;QLB02;Claudia Müller;Qualitative test - ID;15;;;;0;75.00;EUR;833.40
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;Fritext;Claudia Müller;SE-25-0694;1;;;;0;0.00;EUR;0.00
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;8;;;;0;880.00;EUR;9778.56
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;56;;;;0;280.00;EUR;3111.36
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;8;;;;0;240.00;EUR;2666.88
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;Fritext;Claudia Müller;SE-25-0718;1;;;;0;0.00;EUR;0.00
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;15;;;;0;1650.00;EUR;18334.80
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;105;;;;0;525.00;EUR;5833.80
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;15;;;;0;450.00;EUR;5000.40
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;Fritext;Claudia Müller;SE-25-0731;1;;;;0;0.00;EUR;0.00
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;12;;;;0;1320.00;EUR;14667.84
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;60;;;;0;300.00;EUR;3333.60
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;12;;;;0;360.00;EUR;4000.32
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;Fritext;Claudia Müller;SE-25-0732;1;;;;0;0.00;EUR;0.00
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;7;;;;0;770.00;EUR;8556.24
4703;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003337;7/29/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;35;;;;0;175.00;EUR;1944.60
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;Fritext;Claudia Müller;SE-25-0741;1;;;;0;0.00;EUR;0.00
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;20;;;;0;2200.00;EUR;24446.40
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;140;;;;0;700.00;EUR;7778.40
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;20;;;;0;600.00;EUR;6667.20
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;Fritext;Claudia Müller;SE-25-0745;1;;;;0;0.00;EUR;0.00
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;16;;;;0;1760.00;EUR;19557.12
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;112;;;;0;560.00;EUR;6222.72
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;16;;;;0;480.00;EUR;5333.76
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;Fritext;Claudia Müller;SE-25-0758;1;;;;0;0.00;EUR;0.00
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;3;;;;0;330.00;EUR;3666.96
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;QLB02;Claudia Müller;Qualitative test - ID;21;;;;0;105.00;EUR;1166.76
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;3;;;;0;90.00;EUR;1000.08
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;Fritext;Claudia Müller;SE-25-0759;1;;;;0;0.00;EUR;0.00
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;10;;;;0;1100.00;EUR;12223.20
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;70;;;;0;350.00;EUR;3889.20
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;10;;;;0;300.00;EUR;3333.60
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;Fritext;Claudia Müller;SE-25-0776;1;;;;0;0.00;EUR;0.00
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;7;;;;0;770.00;EUR;8556.24
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;42;;;;0;210.00;EUR;2333.52
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;7;;;;0;210.00;EUR;2333.52
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;Fritext;Claudia Müller;SE-25-0795;1;;;;0;0.00;EUR;0.00
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;18;;;;0;1980.00;EUR;22001.76
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;126;;;;0;630.00;EUR;7000.56
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;XX050;Claudia Müller;Accelerated turnaround time Express;18;;;;0;540.00;EUR;6000.48
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;Fritext;Claudia Müller;SE-25-0811;1;;;;0;0.00;EUR;0.00
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;2;;;;0;220.00;EUR;2444.64
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;14;;;;0;70.00;EUR;777.84
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;Fritext;Claudia Müller;SE-25-0812;1;;;;0;0.00;EUR;0.00
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;PP001;Claudia Müller;DNA-preparation - bulk 1;3;;;;0;330.00;EUR;3666.96
4704;2496;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003402;7/30/2025;2025/7;QLB03;Claudia Müller;Qualitative test - GM;21;;;;0;105.00;EUR;1166.76
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;Fritext;Claudia Müller;SE-25-0564;1;;;;0;0.00;EUR;0.00
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;PP001;Claudia Müller;DNA-preparation - bulk 1;10;;;;0;1100.00;EUR;11997.70
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;QLB03;Claudia Müller;Qualitative test - GM;70;;;;0;350.00;EUR;3817.45
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;PP001;Claudia Müller;DNA-preparation - bulk 1;6;;;;0;660.00;EUR;7198.62
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;QLB03;Claudia Müller;Qualitative test - GM;42;;;;0;210.00;EUR;2290.47
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;Fritext;Claudia Müller;SE-25-0623;1;;;;0;0.00;EUR;0.00
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;PP001;Claudia Müller;DNA-preparation - bulk 1;5;;;;0;550.00;EUR;5998.85
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;QLB03;Claudia Müller;Qualitative test - GM;35;;;;0;175.00;EUR;1908.73
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;Fritext;Claudia Müller;SE-25-0643;1;;;;0;0.00;EUR;0.00
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;PP001;Claudia Müller;DNA-preparation - bulk 1;8;;;;0;880.00;EUR;9598.16
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;QLB03;Claudia Müller;Qualitative test - GM;56;;;;0;280.00;EUR;3053.96
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;Fritext;Claudia Müller;SE-25-0644;1;;;;0;0.00;EUR;0.00
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;PP001;Claudia Müller;DNA-preparation - bulk 1;7;;;;0;770.00;EUR;8398.39
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;QLB03;Claudia Müller;Qualitative test - GM;35;;;;0;175.00;EUR;1908.73
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;Fritext;Claudia Müller;SE-25-0647;1;;;;0;0.00;EUR;0.00
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;PP001;Claudia Müller;DNA-preparation - bulk 1;6;;;;0;660.00;EUR;7198.62
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;QLB02;Claudia Müller;Qualitative test - ID;42;;;;0;210.00;EUR;2290.47
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;Fritext;Claudia Müller;SE-25-0662;1;;;;0;0.00;EUR;0.00
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;PP001;Claudia Müller;DNA-preparation - bulk 1;8;;;;0;880.00;EUR;9598.16
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;QLB03;Claudia Müller;Qualitative test - GM;40;;;;0;200.00;EUR;2181.40
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;XX050;Claudia Müller;Accelerated turnaround time Express;8;;;;0;240.00;EUR;2617.68
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;Fritext;Claudia Müller;SE-25-0669;1;;;;0;0.00;EUR;0.00
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;PP001;Claudia Müller;DNA-preparation - bulk 1;11;;;;0;1210.00;EUR;13197.47
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;QLB03;Claudia Müller;Qualitative test - GM;77;;;;0;385.00;EUR;4199.20
4630;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003237;6/30/2025;2025/6;XX050;Claudia Müller;Accelerated turnaround time Express;11;;;;0;330.00;EUR;3599.31
4533;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003199;5/30/2025;2025/5;Fritext;Claudia Müller;SE-25-0508;1;;;;0;0.00;EUR;0.00
4533;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003199;5/30/2025;2025/5;PP001;Claudia Müller;DNA-preparation - bulk 1;21;;;;0;2310.00;EUR;25271.40
4533;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003199;5/30/2025;2025/5;QLB03;Claudia Müller;Qualitative test - GM;105;;;;0;525.00;EUR;5743.50
4533;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003199;5/30/2025;2025/5;Fritext;Claudia Müller;SE-25-0522;1;;;;0;0.00;EUR;0.00
4533;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003199;5/30/2025;2025/5;PP001;Claudia Müller;DNA-preparation - bulk 1;17;;;;0;1870.00;EUR;20457.80
4533;2823;Norddeutsche Pflanzenzucht Hans-Georg Lembke KG;12003199;5/30/2025;2025/5;QLB03;Claudia Müller;Qualitative test - GM;85;;;;0;425.00;EUR;4649.50
4591;2527;Nuseed Pty Ltd;12003271;6/30/2025;2025/6;Fritext;Esther Bartlett;SE-25-0569;1;;;;0;0.00;USD;0.00
4591;2527;Nuseed Pty Ltd;12003271;6/30/2025;2025/6;ADS012;Esther Bartlett;Washing of seeds;5;;;;0;160.00;USD;1545.12
4591;2527;Nuseed Pty Ltd;12003271;6/30/2025;2025/6;EXT007;Esther Bartlett;DNA preparation Bulk seeds;5;;;;0;640.00;USD;6180.48
4591;2527;Nuseed Pty Ltd;12003271;6/30/2025;2025/6;PCR003;Esther Bartlett;Qualitative test GMO;55;;;;0;330.00;USD;3186.81
4592;2527;Nuseed Pty Ltd;12003270;6/30/2025;2025/6;Fritext;Emily Stickler;SE-25-0575;1;;;;0;0.00;USD;0.00
4592;2527;Nuseed Pty Ltd;12003270;6/30/2025;2025/6;ADS012;Emily Stickler;Washing of seeds;5;;;;0;160.00;USD;1545.12
4592;2527;Nuseed Pty Ltd;12003270;6/30/2025;2025/6;EXT007;Emily Stickler;DNA preparation Bulk seeds;5;;;;0;640.00;USD;6180.48
4592;2527;Nuseed Pty Ltd;12003270;6/30/2025;2025/6;PCR003;Emily Stickler;Qualitative test GMO;55;;;;0;330.00;USD;3186.81
4620;2527;Nuseed Pty Ltd;12003239;6/30/2025;2025/6;Fritext;Emily Stickler;SE-25-0487;1;;;;0;0.00;USD;0.00
4620;2527;Nuseed Pty Ltd;12003239;6/30/2025;2025/6;ADS012;Emily Stickler;Washing of seeds;5;;;;0;160.00;USD;1545.12
4620;2527;Nuseed Pty Ltd;12003239;6/30/2025;2025/6;EXT007;Emily Stickler;DNA preparation Bulk seeds;5;;;;0;640.00;USD;6180.48
4620;2527;Nuseed Pty Ltd;12003239;6/30/2025;2025/6;PCR003;Emily Stickler;Qualitative test GMO;55;;;;0;330.00;USD;3186.81
4649;217;Advanta Seeds Pty Ltd;12003277;6/30/2025;2025/6;Fritext;Luke Dieters;SE-25-0565, SE-25-0566, SE-25-0567, SE-25-0568;1;;;;0;0.00;EUR;0.00
4649;217;Advanta Seeds Pty Ltd;12003277;6/30/2025;2025/6;PP006;Luke Dieters;DNA-preparation - 96w plate;15;;;;0;2520.00;EUR;28002.24
4649;217;Advanta Seeds Pty Ltd;12003277;6/30/2025;2025/6;QTS01;Luke Dieters;Zygosity test - Taqman chemistry;15;;;;0;1260.00;EUR;14001.12
4649;217;Advanta Seeds Pty Ltd;12003277;6/30/2025;2025/6;QTS02;Luke Dieters;Zygosity test - KASP chemistry;30;;;;0;1260.00;EUR;14001.12
4650;217;Advanta Seeds Pty Ltd;12003278;6/30/2025;2025/6;Fritext;Chamila Lunuwilage;SE-25-0447, Sorghum;1;;;;0;0.00;EUR;0.00
4650;217;Advanta Seeds Pty Ltd;12003278;6/30/2025;2025/6;PP006;Chamila Lunuwilage;DNA-preparation - 96w plate;3;;;;0;504.00;EUR;5600.45
4650;217;Advanta Seeds Pty Ltd;12003278;6/30/2025;2025/6;QTS02;Chamila Lunuwilage;Zygosity test - KASP chemistry;6;;;;0;252.00;EUR;2800.22
4650;217;Advanta Seeds Pty Ltd;12003278;6/30/2025;2025/6;ADS009;Chamila Lunuwilage;Sampling into plates;3;;;;0;60.00;EUR;666.72
4651;217;Advanta Seeds Pty Ltd;12003279;6/30/2025;2025/6;Fritext;Chamila Lunuwilage;SE-25-0538, Sorghum;1;;;;0;0.00;EUR;0.00
4651;217;Advanta Seeds Pty Ltd;12003279;6/30/2025;2025/6;PP006;Chamila Lunuwilage;DNA-preparation - 96w plate;1;;;;0;168.00;EUR;1866.82
4651;217;Advanta Seeds Pty Ltd;12003279;6/30/2025;2025/6;QTS02;Chamila Lunuwilage;Zygosity test - KASP chemistry;2;;;;0;84.00;EUR;933.41
4652;217;Advanta Seeds Pty Ltd;12003280;6/30/2025;2025/6;Lab No;Chamila Lunuwilage;SE-25-0448;1;;;;0;0.00;EUR;0.00
4652;217;Advanta Seeds Pty Ltd;12003280;6/30/2025;2025/6;PP001;Chamila Lunuwilage;DNA-preparation - bulk 1;34;;;;0;3808.00;EUR;42314.50
4652;217;Advanta Seeds Pty Ltd;12003280;6/30/2025;2025/6;QLB03;Chamila Lunuwilage;Qualitative test - GM;170;;;;0;1700.00;EUR;18890.40
4653;217;Advanta Seeds Pty Ltd;12003281;6/30/2025;2025/6;Lab No;Chamila Lunuwilage;SE-25-0599;1;;;;0;0.00;EUR;0.00
4653;217;Advanta Seeds Pty Ltd;12003281;6/30/2025;2025/6;PP001;Chamila Lunuwilage;DNA-preparation - bulk 1;3;;;;0;336.00;EUR;3733.63
4653;217;Advanta Seeds Pty Ltd;12003281;6/30/2025;2025/6;QLB03;Chamila Lunuwilage;Qualitative test - GM;15;;;;0;150.00;EUR;1666.80
4539;217;Advanta Seeds Pty Ltd;12003157;5/29/2025;2025/5;Fritext;Paul Newell;Kaneko Seeds Co., Ltd. Mayumi Izu;1;;;;0;0.00;EUR;0.00
4539;217;Advanta Seeds Pty Ltd;12003157;5/29/2025;2025/5;Fritext;Paul Newell;SE-25-0244, 3 Maize;1;;;;0;0.00;EUR;0.00
4539;217;Advanta Seeds Pty Ltd;12003157;5/29/2025;2025/5;SPF01;Paul Newell;Homogenization & DNA-extraction;3;;;;0;126.00;EUR;1378.44
4539;217;Advanta Seeds Pty Ltd;12003157;5/29/2025;2025/5;SPB08;Paul Newell;Poolning of DNA (Bulk);3;;;;0;27.00;EUR;295.38
4539;217;Advanta Seeds Pty Ltd;12003157;5/29/2025;2025/5;Fritext;Paul Newell;DNA purification;1;;;;0;70.00;EUR;765.80
4539;217;Advanta Seeds Pty Ltd;12003157;5/29/2025;2025/5;QLB03;Paul Newell;Qualitative test - GM;3;;;;0;30.00;EUR;328.20
4539;217;Advanta Seeds Pty Ltd;12003157;5/29/2025;2025/5;Fritext;Paul Newell;Invoice: paul.newell@advantaseeds.com;1;;;;0;0.00;EUR;0.00
4545;217;Advanta Seeds Pty Ltd;12003195;5/30/2025;2025/5;Fritext;Luke Dieters;SE-25-0517 & SE-25-0518;1;;;;0;0.00;EUR;0.00
4545;217;Advanta Seeds Pty Ltd;12003195;5/30/2025;2025/5;PP006;Luke Dieters;DNA-preparation - 96w plate;6;;;;0;1008.00;EUR;11027.52
4545;217;Advanta Seeds Pty Ltd;12003195;5/30/2025;2025/5;QLS01;Luke Dieters;Qualitative test (presence absence);6;;;;0;336.00;EUR;3675.84
4545;217;Advanta Seeds Pty Ltd;12003195;5/30/2025;2025/5;QTS02;Luke Dieters;Zygosity test - KASP chemistry;12;;;;0;504.00;EUR;5513.76
4546;217;Advanta Seeds Pty Ltd;12003194;5/30/2025;2025/5;Fritext;Luke Dieters;SE-25-0519;1;;;;0;0.00;EUR;0.00
4546;217;Advanta Seeds Pty Ltd;12003194;5/30/2025;2025/5;PP006;Luke Dieters;DNA-preparation - 96w plate;4;;;;0;672.00;EUR;7351.68
4546;217;Advanta Seeds Pty Ltd;12003194;5/30/2025;2025/5;QLS01;Luke Dieters;Qualitative test (presence absence);8;;;;0;448.00;EUR;4901.12
4546;217;Advanta Seeds Pty Ltd;12003194;5/30/2025;2025/5;QTS02;Luke Dieters;Zygosity test - KASP chemistry;8;;;;0;336.00;EUR;3675.84
4456;217;Advanta Seeds Pty Ltd;12003123;4/29/2025;2025/4;Fritext;Luke Dieters;SE-25-0276, SE-25-0277, SE-25-0278;1;;;;0;0.00;EUR;0.00
4456;217;Advanta Seeds Pty Ltd;12003123;4/29/2025;2025/4;PP006;Luke Dieters;DNA-preparation - 96w plate;12;;;;0;2016.00;EUR;21776.83
4456;217;Advanta Seeds Pty Ltd;12003123;4/29/2025;2025/4;QLS01;Luke Dieters;Qualitative test (presence absence);12;;;;0;672.00;EUR;7258.94
4456;217;Advanta Seeds Pty Ltd;12003123;4/29/2025;2025/4;QTS02;Luke Dieters;Zygosity test - KASP chemistry;24;;;;0;1008.00;EUR;10888.42
4497;217;Advanta Seeds Pty Ltd;12003135;5/20/2025;2025/5;Fritext;Luke Dieters;SE-25-0387 to SE-25-0391, SE-25-0278;1;;;;0;0.00;EUR;0.00
4497;217;Advanta Seeds Pty Ltd;12003135;5/20/2025;2025/5;PP006;Luke Dieters;DNA-preparation - 96w plate;17;;;;0;2856.00;EUR;30850.51
4497;217;Advanta Seeds Pty Ltd;12003135;5/20/2025;2025/5;QLS01;Luke Dieters;Qualitative test (presence absence);17;;;;0;952.00;EUR;10283.50
